Titulo,Empresa,Anyo,Genero,Plataforma,Multijugador
Code Lyoko,,2007,"Action,Adventure",Nintendo DS,0
Dynasty Warriors DS: Fighter's Battle,,2007,"Action,Strategy",Nintendo DS,0
Orcs & Elves,EA,2007,"Action,Role-Playing (RPG)",Nintendo DS,0
Prism: Light the Way,Eidos,2007,"Action,Strategy",Nintendo DS,0
Dead Head Fred,,2007,Action,Sony PSP,0
Hot Pixel,Atari,2007,Action,Sony PSP,0
The Legend of Heroes III: Song of the Ocean,Namco,2007,Role-Playing (RPG),Sony PSP,0
SEGA Rally Revo,Sega,2007,"Racing / Driving,Simulation",Sony PSP,0
Bionicle Heroes,Eidos,2007,Action,Nintendo Wii,0
Burnout Dominator,EA,2007,"Action,Racing / Driving",Sony PSP,1
Samurai Warriors 2: Empires,,2007,"Action,Role-Playing (RPG),Strategy",X360,1
Meteos: Disney Magic,Disney,2007,Strategy,Nintendo DS,0
Turn It Around,,2007,"Racing / Driving,Sports",Nintendo DS,0
Cube,,2007,Strategy,Sony PSP,0
Dragoneer's Aria,,2007,Role-Playing (RPG),Sony PSP,0
The Fast and the Furious,Namco,2007,Racing / Driving,Sony PSP,0
R-Type Command,,2007,Strategy,Sony PSP,0
Virtua Tennis 3,Sega,2007,Sports,Sony PSP,0
Virtua Tennis 3,Sega,2007,Sports,X360,1
Front Mission,SquareEnix,2007,Strategy,Nintendo DS,0
Lost in Blue 2,Konami,2007,Role-Playing (RPG),Nintendo DS,0
Nervous Brickdown,,2007,Action,Nintendo DS,0
Sea Monsters: A Prehistoric Adventure,,2007,"Action,Educational",Nintendo DS,0
After Burner: Black Falcon,Sega,2007,Action,Sony PSP,0
Capcom Puzzle World,Capcom,2007,Strategy,Sony PSP,0
Puzzle Quest: Challenge of the Warlords,,2007,"Role-Playing (RPG),Strategy",Sony PSP,0
Smash Court Tennis 3,Namco,2007,Sports,Sony PSP,0
UEFA Champions League 2006-2007,EA,2007,Sports,Sony PSP,0
Driver: Parallel Lines,Ubisoft,2007,"Action,Racing / Driving",Nintendo Wii,0
Mario Kart Wii,Nintendo,2008,Racing / Driving,Nintendo Wii,1
Grand Theft Auto IV,Rockstar,2008,"Action,Racing / Driving",X360,0
Super Smash Bros.: Brawl,Nintendo,2008,Action,Nintendo Wii,1
Call of Duty: World at War,Activision,2008,Action,X360,1
Grand Theft Auto IV,Rockstar,2008,"Action,Racing / Driving",PlayStation 3,0
Gears of War 2,Microsoft,2008,Action,X360,1
Pokmon: Platinum Version,Nintendo,2008,"Adventure,Role-Playing (RPG)",Nintendo DS,0
Metal Gear Solid 4: Guns of the Patriots,Konami,2008,Action,PlayStation 3,0
Fable II,Microsoft,2008,Role-Playing (RPG),X360,0
Call of Duty: World at War,Activision,2008,Action,PlayStation 3,1
Guitar Hero: World Tour,Activision,2008,"Action,Simulation",Nintendo Wii,1
LittleBigPlanet,Sony,2008,Action,PlayStation 3,1
Fallout 3,,2008,"Action,Role-Playing (RPG)",X360,0
LEGO Indiana Jones: The Original Adventures,,2008,Action,X360,1
Left 4 Dead,,2008,Action,X360,1
Madden NFL 09,EA,2008,Sports,X360,1
Guitar Hero: On Tour,Activision,2008,"Action,Simulation",Nintendo DS,0
Kung Fu Panda,Activision,2008,Action,X360,1
Rock Band 2,,2008,"Action,Simulation",X360,1
Sega Superstars Tennis,Sega,2008,Sports,X360,1
Guitar Hero: World Tour,Activision,2008,"Action,Simulation",X360,1
Animal Crossing: City Folk,Nintendo,2008,Simulation,Nintendo Wii,0
Mario & Sonic at the Olympic Games,"Nintendo,Sega",2008,"Action,Sports",Nintendo DS,0
Madden NFL 09,EA,2008,Sports,PlayStation 3,1
LEGO Batman: The Videogame,,2008,Action,X360,1
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2008,Action,X360,1
Kirby Super Star Ultra,Nintendo,2008,Action,Nintendo DS,0
Star Wars: The Force Unleashed,,2008,Action,X360,0
God of War: Chains of Olympus,Sony,2008,Action,Sony PSP,0
Fallout 3,,2008,"Action,Role-Playing (RPG)",PlayStation 3,0
Pure,Disney,2008,"Racing / Driving,Sports",X360,0
LEGO Indiana Jones: The Original Adventures,,2008,Action,Nintendo Wii,1
Rock Band,,2008,"Action,Simulation",Nintendo Wii,1
LEGO Batman: The Videogame,,2008,"Action,Racing / Driving",Nintendo DS,0
Saints Row 2,THQ,2008,"Action,Racing / Driving",X360,0
LEGO Batman: The Videogame,,2008,Action,Nintendo Wii,1
Call of Duty: World at War,Activision,2008,Action,Nintendo Wii,1
Midnight Club: Los Angeles,Rockstar,2008,Racing / Driving,X360,0
Mortal Kombat vs. DC Universe,Midway,2008,Action,PlayStation 3,1
Army of Two,EA,2008,Action,X360,1
Resistance 2,Sony,2008,Action,PlayStation 3,1
Rock Band 2,,2008,"Action,Simulation",PlayStation 3,0
Midnight Club: Los Angeles,Rockstar,2008,Racing / Driving,PlayStation 3,0
Sonic Unleashed,Sega,2008,Action,Nintendo Wii,0
NBA 2K9 ,2K,2008,Sports,X360,0
Guitar Hero: World Tour,Activision,2008,"Action,Simulation",PlayStation 3,1
Guitar Hero: Aerosmith,Activision,2008,"Action,Simulation",Nintendo Wii,0
Star Wars: The Force Unleashed,,2008,Action,Nintendo Wii,1
Burnout Paradise,EA,2008,"Action,Racing / Driving",PlayStation 3,0
Pokmon Ranger: Shadows of Almia,Nintendo,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
Mortal Kombat vs. DC Universe,Midway,2008,Action,X360,1
Dead Space,EA,2008,Action,PlayStation 3,0
Shaun White Snowboarding: Road Trip,Ubisoft,2008,Sports,Nintendo Wii,0
Star Wars: The Force Unleashed,,2008,Action,PlayStation 3,0
Guitar Hero: Aerosmith,Activision,2008,"Action,Simulation",X360,1
SOCOM: U.S. Navy SEALs - Confrontation,Sony,2008,Action,PlayStation 3,0
SoulCalibur IV,Namco,2008,Action,X360,1
Battlefield: Bad Company,EA,2008,Action,X360,0
Saints Row 2,THQ,2008,"Action,Racing / Driving",PlayStation 3,0
Guitar Hero: On Tour - Decades,Activision,2008,"Action,Simulation",Nintendo DS,0
Devil May Cry 4,Capcom,2008,Action,X360,0
Mystery Case Files: MillionHeir,Nintendo,2008,Adventure,Nintendo DS,0
Battlefield: Bad Company,EA,2008,Action,PlayStation 3,0
Army of Two,EA,2008,Action,PlayStation 3,1
Rayman Raving Rabbids TV Party,Ubisoft,2008,"Action,Racing / Driving,Sports,Strategy",Nintendo Wii,1
The House of the Dead 2 & 3 Return,Sega,2008,Action,Nintendo Wii,1
Far Cry 2,Ubisoft,2008,Action,X360,0
Boom Blox,EA,2008,"Action,Strategy",Nintendo Wii,1
Spore Creatures,EA,2008,"Adventure,Simulation",Nintendo DS,0
Madden NFL 09,EA,2008,Sports,Sony PSP,1
NCAA Football 09,EA,2008,Sports,X360,1
MLB 08: The Show,Sony,2008,Sports,PlayStation 3,1
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2008,Action,PlayStation 3,1
Mercenaries 2: World in Flames,EA,2008,Action,X360,0
Need for Speed: Undercover,EA,2008,Racing / Driving,X360,0
Guitar Hero: Aerosmith,Activision,2008,"Action,Simulation",PlayStation 3,1
SoulCalibur IV,"Namco,Ubisoft",2008,Action,PlayStation 3,1
Valkyria Chronicles,Sega,2008,"Action,Role-Playing (RPG),Strategy",PlayStation 3,0
Harvest Moon: Tree of Tranquility,,2008,"Role-Playing (RPG),Simulation",Nintendo Wii,0
Star Wars: The Clone Wars - Jedi Alliance,,2008,"Action,Adventure",Nintendo DS,0
Need for Speed: Undercover,EA,2008,Racing / Driving,PlayStation 3,0
Wario Land: Shake It!,Nintendo,2008,Action,Nintendo Wii,0
NBA 2K9,2K,2008,Sports,PlayStation 3,1
Major League Baseball 2K9,2K,2008,Sports,X360,0
NCAA Football 09,EA,2008,Sports,PlayStation 3,1
Kung Fu Panda,Activision,2008,Action,Nintendo DS,0
Devil May Cry 4,Capcom,2008,Action,PlayStation 3,0
Tom Clancy's EndWar,Ubisoft,2008,Strategy,X360,0
LEGO Batman: The Videogame,,2008,Action,Sony PSP,0
BioShock,2K,2008,Action,PlayStation 3,0
Bully: Scholarship Edition,Rockstar,2008,"Action,Adventure",X360,0
Prince of Persia,Ubisoft,2008,Action,X360,0
Kung Fu Panda,Activision,2008,Action,Nintendo Wii,1
Sonic Chronicles: The Dark Brotherhood,Sega,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
Chrono Trigger,SquareEnix,2008,Role-Playing (RPG),Nintendo DS,1
Tomb Raider: Underworld,Eidos,2008,Action,X360,0
skate it,EA,2008,"Action,Sports",Nintendo Wii,1
The Legendary Starfy,Nintendo,2008,"Action,Adventure",Nintendo DS,0
Mirror's Edge,EA,2008,Action,X360,0
Haze,Ubisoft,2008,Action,PlayStation 3,1
Dissidia: Final Fantasy,SquareEnix,2008,"Action,Role-Playing (RPG)",Sony PSP,0
Sid Meier's Civilization: Revolution,2K,2008,Strategy,X360,0
Wall-E,THQ,2008,Action,Nintendo Wii,1
Prince of Persia,Ubisoft,2008,Action,PlayStation 3,0
NHL 09 ,EA,2008,Sports,X360,0
Brothers in Arms: Hell's Highway,Ubisoft,2008,Action,X360,0
Shaun White Snowboarding,Ubisoft,2008,Sports,X360,0
Turok,,2008,Action,X360,0
Iron Man,Sega,2008,Action,Sony PSP,0
De Blob,THQ,2008,Action,Nintendo Wii,1
Sonic Riders: Zero Gravity,Sega,2008,Racing / Driving,Nintendo Wii,1
Rhythm Heaven,Nintendo,2008,Action,Nintendo DS,0
Tomb Raider: Underworld,Eidos,2008,Action,PlayStation 3,0
Advance Wars: Days of Ruin,Nintendo,2008,Strategy,Nintendo DS,1
LEGO Batman: The Videogame,,2008,Action,PlayStation 3,1
Far Cry 2,Ubisoft,2008,Action,PlayStation 3,0
Harvest Moon: Island of Happiness,,2008,"Simulation,Strategy",Nintendo DS,0
Brothers in Arms: Hell's Highway,Ubisoft,2008,Action,PlayStation 3,0
Sonic Unleashed,Sega,2008,"Action,Adventure",PlayStation 3,0
Pinball Hall of Fame: The Williams Collection,,2008,Simulation,Nintendo Wii,0
Sonic Unleashed,Sega,2008,"Action,Adventure",X360,0
Samba de Amigo,Sega,2008,Action,Nintendo Wii,1
?kami,Capcom,2008,Action,Nintendo Wii,0
LEGO Indiana Jones: The Original Adventures,,2008,Action,PlayStation 3,1
MotorStorm: Pacific Rift,Sony,2008,"Action,Racing / Driving,Sports",PlayStation 3,1
Tiger Woods PGA Tour 09,EA,2008,Sports,X360,1
SimCity Creator,EA,2008,Simulation,Nintendo Wii,0
Tiger Woods PGA Tour 09,EA,2008,Sports,PlayStation 3,1
Sid Meier's Civilization: Revolution,2K,2008,"Simulation,Strategy",Nintendo DS,0
Pure,Disney,2008,"Racing / Driving,Sports",PlayStation 3,0
Turok,,2008,Action,PlayStation 3,0
Crash: Mind over Mutant,,2008,Action,Nintendo Wii,0
Spider-Man: Web of Shadows,Activision,2008,Action,X360,0
Frontlines: Fuel of War,THQ,2008,Action,X360,0
GRID,,2008,"Racing / Driving,Simulation,Sports",X360,0
Too Human,Microsoft,2008,"Action,Role-Playing (RPG)",X360,0
Speed Racer: The Videogame,,2008,Racing / Driving,Nintendo Wii,1
LEGO Indiana Jones: The Original Adventures,,2008,Action,Sony PSP,0
SEGA Bass Fishing,Sega,2008,Sports,Nintendo Wii,0
The Chronicles of Narnia: Prince Caspian,Disney,2008,"Action,Role-Playing (RPG)",Nintendo Wii,1
Iron Man,Sega,2008,Action,Nintendo DS,0
The Sims 2: Apartment Pets,EA,2008,Simulation,Nintendo DS,0
MLB 08: The Show,Sony,2008,Sports,Sony PSP,0
Iron Man,Sega,2008,Action,PlayStation 3,0
Madagascar: Escape 2 Africa,Activision,2008,"Action,Adventure",Nintendo DS,0
GRID,,2008,"Racing / Driving,Simulation,Sports",PlayStation 3,0
NHL 09,EA,2008,Sports,PlayStation 3,0
Banjo-Kazooie: Nuts & Bolts,Microsoft,2008,"Action,Adventure,Racing / Driving,Sports",X360,0
Hot Shots Golf: Out of Bounds,Sony,2008,Sports,PlayStation 3,1
Rune Factory 2: A Fantasy Harvest Moon,,2008,"Action,Role-Playing (RPG),Simulation",Nintendo DS,0
SimCity Creator,EA,2008,Simulation,Nintendo DS,0
Patapon,Sony,2008,"Action,Strategy",Sony PSP,0
Shaun White Snowboarding,Ubisoft,2008,Sports,PlayStation 3,0
Iron Man,Sega,2008,Action,Nintendo Wii,0
Sega Superstars Tennis,Sega,2008,Sports,Nintendo DS,0
Lost Planet: Extreme Condition,Capcom,2008,Action,PlayStation 3,0
Mirror's Edge,EA,2008,Action,PlayStation 3,0
The Incredible Hulk,Sega,2008,Action,Nintendo Wii,0
Condemned 2: Bloodshot,Sega,2008,"Action,Adventure",X360,0
Sega Superstars Tennis,Sega,2008,Sports,Nintendo Wii,1
Speed Racer: The Videogame,,2008,Racing / Driving,Nintendo DS,0
Viva Pi$?ata: Pocket Paradise,THQ,2008,"Simulation,Strategy",Nintendo DS,0
Tom Clancy's EndWar,Ubisoft,2008,Strategy,PlayStation 3,0
Iron Man,Sega,2008,Action,X360,0
Need for Speed: Undercover,EA,2008,Racing / Driving,Nintendo Wii,1
Wall-E,THQ,2008,Action,X360,1
Spectrobes: Beyond the Portals,Disney,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
MX vs. ATV Untamed,Ubisoft,2008,Educational,Sony PSP,0
Mercenaries 2: World in Flames,EA,2008,Action,PlayStation 3,0
Infinite Undiscovery,SquareEnix,2008,"Action,Role-Playing (RPG)",X360,0
TNA iMPACT!,Midway,2008,Sports,X360,1
Enemy Territory: Quake Wars,Activision,2008,Action,X360,0
Fire Emblem: Shadow Dragon,Nintendo,2008,"Role-Playing (RPG),Strategy",Nintendo DS,0
Neopets Puzzle Adventure,Capcom,2008,"Adventure,Role-Playing (RPG),Strategy",Nintendo DS,0
Tales of Vesperia,Namco,2008,"Adventure,Role-Playing (RPG)",X360,0
SingStar ABBA,Sony,2008,Action,PlayStation 3,1
Dragon Ball Z: Burst Limit,"Atari,Namco",2008,Action,X360,1
Apollo Justice: Ace Attorney,Capcom,2008,"Adventure,Simulation",Nintendo DS,0
Castlevania: Order of Ecclesia,Konami,2008,"Action,Adventure,Role-Playing (RPG)",Nintendo DS,0
Mega Man Star Force 2: Zerker X Ninja,Capcom,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
Enemy Territory: Quake Wars,Activision,2008,Action,PlayStation 3,0
Namco Museum: Virtual Arcade,Namco,2008,"Action,Racing / Driving",X360,0
NASCAR 09,EA,2008,"Racing / Driving,Sports",X360,0
Turning Point: Fall of Liberty,,2008,Action,X360,0
Summer Athletics 2009,,2008,Sports,Nintendo Wii,1
Unreal Tournament III,Midway,2008,Action,X360,1
Shaun White Snowboarding,Ubisoft,2008,"Racing / Driving,Sports",Nintendo DS,0
Dark Sector,,2008,Action,PlayStation 3,0
The Last Remnant,SquareEnix,2008,Role-Playing (RPG),X360,0
Dragon Ball Z: Burst Limit,"Atari,Namco",2008,Action,PlayStation 3,1
NASCAR 09,EA,2008,"Racing / Driving,Sports",PlayStation 3,0
Turning Point: Fall of Liberty,,2008,Action,PlayStation 3,0
MX vs. ATV Untamed,THQ,2008,Racing / Driving,Nintendo Wii,0
Crash: Mind over Mutant,,2008,Action,X360,0
The Incredible Hulk,Sega,2008,Action,X360,0
Silent Hill: Homecoming,Konami,2008,Action,X360,0
TNA iMPACT!,Midway,2008,Sports,PlayStation 3,1
The Incredible Hulk,Sega,2008,Action,PlayStation 3,0
Kung Fu Panda,Activision,2008,Action,PlayStation 3,0
Dark Sector,,2008,Action,X360,0
Tales of Symphonia: Dawn of the New World,Namco,2008,Role-Playing (RPG),Nintendo Wii,1
Valkyrie Profile: Covenant of the Plume,SquareEnix,2008,"Role-Playing (RPG),Strategy",Nintendo DS,0
Spider-Man: Web of Shadows,Activision,2008,Action,PlayStation 3,0
TV Show King,,2008,Strategy,Nintendo Wii,1
AC/DC Live: Rock Band - Track Pack,,2008,"Action,Simulation",X360,1
The Chronicles of Narnia: Prince Caspian,Disney,2008,Role-Playing (RPG),Nintendo DS,0
Hot Shots Golf: Open Tee 2,Sony,2008,Sports,Sony PSP,0
AC/DC Live: Rock Band - Track Pack,,2008,"Action,Simulation",PlayStation 3,0
Harvest Moon: Magical Melody,,2008,"Role-Playing (RPG),Simulation",Nintendo Wii,1
Dynasty Warriors 6,,2008,"Action,Strategy",PlayStation 3,1
Order Up!,,2008,"Action,Simulation",Nintendo Wii,0
NBA Ballers: Chosen One,Midway,2008,Sports,X360,1
Age of Empires: Mythologies,THQ,2008,Strategy,Nintendo DS,0
LocoRoco 2,Sony,2008,"Action,Strategy",Sony PSP,0
Star Ocean: First Departure,SquareEnix,2008,"Action,Role-Playing (RPG)",Sony PSP,0
Lost: Via Domus,Ubisoft,2008,"Action,Adventure",PlayStation 3,0
Tetris Party,,2008,Strategy,Nintendo Wii,1
Bully: Scholarship Edition,Rockstar,2008,"Action,Adventure",Nintendo Wii,1
The Spiderwick Chronicles,,2008,"Action,Adventure",Nintendo Wii,1
Dynasty Warriors 6,,2008,"Action,Strategy",X360,1
Facebreaker,EA,2008,Sports,X360,1
Ninja Gaiden: Dragon Sword,,2008,Action,Nintendo DS,0
Condemned 2: Bloodshot,Sega,2008,"Action,Adventure",PlayStation 3,0
Silent Hill: Homecoming,Konami,2008,Action,PlayStation 3,0
Command & Conquer: Red Alert 3,EA,2008,Strategy,X360,0
Viking: Battle for Asgard,Sega,2008,Action,X360,0
Beijing 2008,Sega,2008,Sports,X360,1
Don King Presents: Prizefighter,2K,2008,Sports,X360,1
Bomberman,,2008,"Action,Strategy",Sony PSP,0
Ferrari Challenge Trofeo Pirelli,,2008,Racing / Driving,PlayStation 3,0
Command & Conquer 3: Kane's Wrath,EA,2008,Strategy,X360,0
Lost: Via Domus,Ubisoft,2008,"Action,Adventure",X360,0
NHL 2K9 ,2K,2008,Sports,X360,0
Eternal Sonata,Namco,2008,Role-Playing (RPG),PlayStation 3,1
Viva Pi$?ata: Trouble in Paradise,Microsoft,2008,"Racing / Driving,Simulation,Strategy",X360,1
FlatOut: Head On,,2008,"Racing / Driving,Sports",Sony PSP,0
Viking: Battle for Asgard,Sega,2008,Action,PlayStation 3,0
Neopets Puzzle Adventure,Capcom,2008,"Role-Playing (RPG),Strategy",Nintendo Wii,0
TNA iMPACT!,Midway,2008,Sports,Nintendo Wii,0
Tomb Raider: Underworld,Eidos,2008,Action,Nintendo Wii,0
The Club,Sega,2008,Action,X360,1
The Chronicles of Narnia: Prince Caspian,Disney,2008,"Action,Role-Playing (RPG)",X360,1
Cabela's Dangerous Hunts 2009,Activision,2008,Sports,X360,0
Dark Messiah of Might and Magic: Elements,Ubisoft,2008,"Action,Role-Playing (RPG)",X360,0
Fracture,,2008,Action,X360,0
Bomberman Land,,2008,Action,Nintendo Wii,1
Nitrobike,Ubisoft,2008,"Action,Racing / Driving,Sports",Nintendo Wii,1
Culdcept Saga,Namco,2008,Strategy,X360,1
Facebreaker,,2008,Sports,PlayStation 3,1
MLB Power Pros 2008,2K,2008,Sports,Nintendo Wii,1
Mushroom Men: The Spore Wars,,2008,Action,Nintendo Wii,1
Dragon Quest V: Hand of the Heavenly Bride,SquareEnix,2008,Role-Playing (RPG),Nintendo DS,0
Ninjatown,,2008,Strategy,Nintendo DS,0
Super Dodgeball Brawlers,,2008,"Action,Sports",Nintendo DS,0
Dokapon Kingdom,,2008,"Role-Playing (RPG),Strategy",Nintendo Wii,0
Alone in the Dark,Atari,2008,"Action,Adventure,Racing / Driving",X360,0
NBA 09: The Inside,Sony,2008,Sports,PlayStation 3,1
Sega Superstars Tennis,Sega,2008,Sports,PlayStation 3,1
Baja: Edge of Control,THQ,2008,"Racing / Driving,Simulation,Sports",X360,1
Destroy All Humans! Big Willy Unleashed,THQ,2008,Adventure,Nintendo Wii,1
Space Invaders Extreme,SquareEnix,2008,Action,Nintendo DS,0
Ultimate Band,Disney,2008,"Action,Simulation",Nintendo DS,0
The Club,Sega,2008,Action,PlayStation 3,1
Madagascar: Escape 2 Africa,Activision,2008,Action,PlayStation 3,1
NBA Ballers: Chosen One,Midway,2008,Sports,PlayStation 3,1
Dream Pinball 3D,,2008,Simulation,Nintendo Wii,1
Madagascar: Escape 2 Africa,Activision,2008,Action,X360,1
Pro Evolution Soccer 2008,Konami,2008,Sports,Nintendo Wii,1
Avalon Code,,2008,"Action,Adventure,Role-Playing (RPG)",Nintendo DS,0
Disgaea DS,,2008,"Role-Playing (RPG),Strategy",Nintendo DS,0
Guitar Rock Tour,,2008,Simulation,Nintendo DS,0
Lost in Blue 3,Konami,2008,Role-Playing (RPG),Nintendo DS,0
Syberia,,2008,Adventure,Nintendo DS,0
Afrika,Sony,2008,"Adventure,Simulation",PlayStation 3,0
NFL Head Coach 09,EA,2008,"Simulation,Sports,Strategy",PlayStation 3,0
NHL 2K9,2K,2008,Sports,PlayStation 3,0
Brothers in Arms: Double Time,Ubisoft,2008,"Action,Strategy",Nintendo Wii,0
ObsCure: The Aftermath,,2008,Action,Nintendo Wii,0
MotoGP 08,,2008,"Racing / Driving,Simulation,Sports",X360,0
NFL Head Coach 09,EA,2008,"Simulation,Sports,Strategy",X360,0
NFL Tour,EA,2008,"Action,Sports",X360,0
Pinball Hall of Fame: The Williams Collection,,2008,Simulation,Sony PSP,1
Baja: Edge of Control,THQ,2008,"Racing / Driving,Simulation,Sports",PlayStation 3,1
NFL Tour,EA,2008,"Action,Sports",PlayStation 3,1
Wall-E,THQ,2008,Action,PlayStation 3,1
Ninja Reflex,EA,2008,Action,Nintendo Wii,1
Conflict: Denied Ops,Eidos,2008,Action,X360,1
Top Spin 3,2K,2008,Sports,X360,1
Blitz: The League II,Midway,2008,"Action,Sports",PlayStation 3,1
Hellboy: The Science of Evil,Konami,2008,"Action,Adventure",PlayStation 3,1
Castlevania Judgment,Konami,2008,Action,Nintendo Wii,1
Death Jr. II: Root of Evil,Eidos,2008,Action,Nintendo Wii,1
Raiden IV,,2008,Action,X360,1
Metal Slug 7,,2008,Action,Nintendo DS,0
Spider-Man: Web of Shadows,Activision,2008,Action,Nintendo DS,0
Trauma Center: Under The Knife 2,,2008,"Action,Simulation",Nintendo DS,0
Fracture,,2008,Action,PlayStation 3,0
Alone in the Dark,Atari,2008,"Action,Adventure,Racing / Driving",Nintendo Wii,0
Final Fantasy Fables: Chocobo's Dungeon,SquareEnix,2008,"Action,Role-Playing (RPG)",Nintendo Wii,0
The King of Fighters Collection: The Orochi Saga,,2008,Action,Nintendo Wii,0
Klonoa: Door to Phantomile,Namco,2008,Action,Nintendo Wii,0
Samurai Warriors: Katana,,2008,Action,Nintendo Wii,0
Battle of the Bands,THQ,2008,"Action,Simulation",Nintendo Wii,1
Hellboy: The Science of Evil,Konami,2008,"Action,Adventure",X360,1
Dragon Ball: Origins,Atari,2008,"Action,Adventure",Nintendo DS,0
Ninja Reflex,EA,2008,Action,Nintendo DS,0
Space Bust-A-Move,SquareEnix,2008,Strategy,Nintendo DS,0
Top Spin 3,2K,2008,Sports,PlayStation 3,0
UEFA Euro 2008,EA,2008,Sports,PlayStation 3,1
"Blast Works: Build, Trade, Destroy",,2008,Action,Nintendo Wii,1
FIFA Street 3,EA,2008,Sports,X360,1
Blitz: The League II,Midway,2008,"Action,Sports",X360,1
Space Chimps,,2008,"Action,Adventure",X360,1
The Spiderwick Chronicles,,2008,"Action,Adventure",X360,1
Etrian Odyssey II: Heroes of Lagaard,,2008,Role-Playing (RPG),Nintendo DS,0
Line Rider 2: Unbound,,2008,"Simulation,Sports",Nintendo DS,0
The King of Fighters Collection: The Orochi Saga,,2008,Action,Sony PSP,0
Target: Terror,Konami,2008,Action,Nintendo Wii,0
Legendary,Atari,2008,Action,X360,0
Universe at War: Earth Assault,Sega,2008,"Action,Strategy",X360,0
Smash Court Tennis 3,Atari,2008,"Simulation,Sports",X360,1
Code Lyoko: Fall of X.A.N.A,,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
Knights in the Nightmare,,2008,"Role-Playing (RPG),Strategy",Nintendo DS,0
Lock's Quest,THQ,2008,"Action,Adventure,Strategy",Nintendo DS,0
Master of the Monster Lair,,2008,Role-Playing (RPG),Nintendo DS,0
N+,Atari,2008,Action,Nintendo DS,0
Pipe Mania,,2008,Strategy,Nintendo DS,0
The Spiderwick Chronicles,,2008,Role-Playing (RPG),Nintendo DS,0
Summon Night: Twin Age,,2008,Role-Playing (RPG),Nintendo DS,0
Wild Arms XF,,2008,Role-Playing (RPG),Sony PSP,0
FIFA Street 3,EA,2008,Sports,PlayStation 3,0
MotoGP 08,,2008,"Racing / Driving,Simulation,Sports",PlayStation 3,0
Harvey Birdman: Attorney at Law,Capcom,2008,Adventure,Nintendo Wii,0
Let's Tap,Sega,2008,Simulation,Nintendo Wii,0
NHL 2K9,2K,2008,Sports,Nintendo Wii,0
Conflict: Denied Ops,Eidos,2008,Action,PlayStation 3,1
Worms: A Space Oddity,THQ,2008,"Action,Strategy",Nintendo Wii,1
UEFA Euro 2008,EA,2008,Sports,X360,1
Overlord: Raising Hell,,2008,"Action,Strategy",PlayStation 3,1
Battle Fantasia,,2008,"Action,Role-Playing (RPG)",X360,1
Bangai-O Spirits,,2008,Action,Nintendo DS,0
Dungeon Explorer: Warriors of Ancient Arts,,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
From the Abyss,,2008,"Action,Role-Playing (RPG)",Nintendo DS,0
New International Track & Field,Konami,2008,"Action,Sports",Nintendo DS,0
Soul Bubbles,Eidos,2008,Strategy,Nintendo DS,0
Tropix!,,2008,Action,Nintendo DS,0
Unsolved Crimes,,2008,"Action,Adventure,Racing / Driving",Nintendo DS,0
Zubo,EA,2008,"Adventure,Role-Playing (RPG),Strategy",Nintendo DS,0
Ford Racing Off Road,,2008,Racing / Driving,Sony PSP,0
Harvey Birdman: Attorney at Law,Capcom,2008,Adventure,Sony PSP,0
Secret Agent Clank,Sony,2008,Action,Sony PSP,0
Space Invaders Extreme,SquareEnix,2008,Action,Sony PSP,0
Armored Core: For Answer,Ubisoft,2008,Action,PlayStation 3,0
Legendary,Atari,2008,Action,PlayStation 3,0
Agatha Christie: Evil Under the Sun,,2008,Adventure,Nintendo Wii,0
Agatha Christie: And Then There Were None,,2008,Adventure,Nintendo Wii,0
Armored Core: For Answer,Ubisoft,2008,Action,X360,0
Cradle of Rome,,2008,Strategy,Nintendo DS,0
The Dark Spire,,2008,"Adventure,Role-Playing (RPG)",Nintendo DS,0
"Flower, Sun and Rain",,2008,Adventure,Nintendo DS,0
Insecticide,,2008,"Action,Adventure",Nintendo DS,0
Izuna 2: The Unemployed Ninja Returns,,2008,Role-Playing (RPG),Nintendo DS,0
Looney Tunes: Cartoon Conductor,Eidos,2008,Action,Nintendo DS,0
Nanostray 2,,2008,Action,Nintendo DS,0
Hellboy: The Science of Evil,Konami,2008,Action,Sony PSP,0
Pipe Mania,,2008,Strategy,Sony PSP,0
UEFA Euro 2008,EA,2008,Sports,Sony PSP,0
Vampire Rain,,2008,Action,PlayStation 3,0
Baroque,,2008,"Action,Role-Playing (RPG)",Nintendo Wii,0
Supreme Commander,,2008,Strategy,X360,0
Hail to the Chimp,,2008,"Action,Strategy",X360,1
Assassin's Creed: Altar's Chronicles,Ubisoft,2008,Action,Nintendo DS,0
The Legend of Kage 2,SquareEnix,2008,Action,Nintendo DS,0
Rhapsody: A Musical Adventure,,2008,Role-Playing (RPG),Nintendo DS,0
Secret Files: Tunguska,,2008,Adventure,Nintendo DS,0
Fading Shadows,,2008,"Action,Adventure",Sony PSP,0
Hail to the Chimp,,2008,"Action,Strategy",PlayStation 3,0
